t,x1,x2,x3
4.6700000000,-10.3760744306,-10.2329495001,29.5520401322
4.6800000000,-10.3493173524,-9.9575736558,29.8070576626
4.6900000000,-10.2978564868,-9.6614144700,30.0223021698
4.7000000000,-10.2223103714,-9.3495997237,30.1948994167
4.7100000000,-10.1237395551,-9.0274942599,30.3229095069
4.7200000000,-10.0036183013,-8.7005182488,30.4053465247
4.7300000000,-9.8637918896,-8.3739714115,30.4421563167
4.7400000000,-9.7064219711,-8.0528736532,30.4341564516
4.7500000000,-9.5339231042,-7.7418305644,30.3829450118
4.7600000000,-9.3488939801,-7.4449296139,30.2907866176
4.7700000000,-9.1540469280,-7.1656699377,30.1604848486
4.7800000000,-8.9521390869,-6.9069258033,29.9952500416
4.7900000000,-8.7459081899,-6.6709413785,29.7985704711
4.8000000000,-8.5380153126,-6.4593525842,29.5740933945
4.8100000000,-8.3309962421,-6.2732306309,29.3255206253
4.8200000000,-8.1272224285,-6.1131413277,29.0565214427
4.8300000000,-7.9288718201,-5.9792143253,28.7706639443
4.8400000000,-7.7379093269,-5.8712169619,28.4713645335
4.8500000000,-7.5560762053,-5.7886281816,28.1618541770
4.8600000000,-7.3848873425,-5.7307089423,27.8451593714
4.8700000000,-7.2256352201,-5.6965664980,27.5240953944
4.8800000000,-7.0793992494,-5.6852108432,27.2012693215
4.8900000000,-6.9470591692,-5.6956023911,26.8790903965
4.9000000000,-6.8293112694,-5.7266905862,26.5597855841
4.9100000000,-6.7266863105,-5.7774436270,26.2454184412
4.9200000000,-6.6395681571,-5.8468698021,25.9379097782
4.9300000000,-6.5682122901,-5.9340311461,25.6390589023
4.9400000000,-6.5127635178,-6.0380502199,25.3505645173
4.9500000000,-6.4732723483,-6.1581108403,25.0740445956
4.9600000000,-6.4497096117,-6.2934535526,24.8110547179
4.9700000000,-6.4419790364,-6.4433665710,24.5631045116
4.9800000000,-6.4499275729,-6.6071728256,24.3316719003
4.9900000000,-6.4733533370,-6.7842136692,24.1182149190
5.0000000000,-6.5120111041,-6.9738297149,23.9241808539
5.0100000000,-6.5656153354,-7.1753392115,23.7510124475
5.0200000000,-6.6338407538,-7.3880143256,23.6001508615
5.0300000000,-6.7163205216,-7.6110556896,23.4730350380
5.0400000000,-6.8126420997,-7.8435655972,23.3710970334
5.0500000000,-6.9223409044,-8.0845202957,23.2957528449
5.0600000000,-7.0448919072,-8.3327419294,23.2483881965
5.0700000000,-7.1796993762,-8.5868708365,23.2303387367
5.0800000000,-7.3260850098,-8.8453390955,23.2428641082
5.0900000000,-7.4832747866,-9.1063464497,23.2871154247
5.1000000000,-7.6503849463,-9.3678399950,23.3640958273
5.1100000000,-7.8264076194,-9.6274992943,23.4746140210
5.1200000000,-8.0101967482,-9.8827288468,23.6192310306
5.1300000000,-8.2004550722,-10.1306600643,23.7982008661
5.1400000000,-8.3957230930,-10.3681650487,24.0114063706
5.1500000000,-8.5943710651,-10.5918844703,24.2582922224
5.1600000000,-8.7945951698,-10.7982716580,24.5377978570
5.1700000000,-8.9944191044,-10.9836545744,24.8482939182
5.1800000000,-9.1917023240,-11.1443166060,25.1875266597
5.1900000000,-9.3841560969,-11.2765960235,25.5525754083
5.2000000000,-9.5693683433,-11.3770025589,25.9398286250
5.2100000000,-9.7448379093,-11.4423478603,26.3449841341
5.2200000000,-9.9080184650,-11.4698847294,26.7630785898
5.2300000000,-10.0563716275,-11.4574482002,27.1885501088
5.2400000000,-10.1874282019,-11.4035899100,27.6153361772
5.2500000000,-10.2988556693,-11.3076961246,28.0370064805
5.2600000000,-10.3885292894,-11.1700794617,28.4469273733
5.2700000000,-10.4546035126,-10.9920350398,28.8384515662
5.2800000000,-10.4955799051,-10.7758535628,29.2051236390
5.2900000000,-10.5103675709,-10.5247866865,29.5408896092
5.3000000000,-10.4983321630,-10.2429636891,29.8402973857
5.3100000000,-10.4593300569,-9.9352625833,30.0986748322
5.3200000000,-10.3937250785,-9.6071428695,30.3122734658
5.3300000000,-10.3023862895,-9.2644505972,30.4783684544
5.3400000000,-10.1866666162,-8.9132087940,30.5953092433
5.3500000000,-10.0483634294,-8.5594073291,30.6625193763
5.3600000000,-9.8896634066,-8.2088057882,30.6804483197
5.3700000000,-9.7130749958,-7.8667610716,30.6504818202
5.3800000000,-9.5213524658,-7.5380885210,30.5748200968
5.3900000000,-9.3174158182,-7.2269618647,30.4563347303
5.4000000000,-9.1042707592,-6.9368536514,30.2984154342
5.4100000000,-8.8849325216,-6.6705145408,30.1048170883
5.4200000000,-8.6623566808,-6.4299871723,29.8795157709
5.4300000000,-8.4393793049,-6.2166485130,29.6265803702
5.4400000000,-8.2186679239,-6.0312736409,29.3500640197
5.4500000000,-8.0026839795,-5.8741137551,29.0539173870
5.4600000000,-7.7936566840,-5.7449816750,28.7419239412
5.4700000000,-7.5935676250,-5.6433389916,28.4176558593
5.4800000000,-7.4041450144,-5.5683801754,28.0844482312
5.4900000000,-7.2268661952,-5.5191101598,27.7453886648
5.5000000000,-7.0629668797,-5.4944130722,27.4033192031
5.5100000000,-6.9134555637,-5.4931107994,27.0608475537
5.5200000000,-6.7791316284,-5.5140109023,26.7203649108
5.5300000000,-6.6606057680,-5.5559440192,26.3840680336
5.5400000000,-6.5583215463,-5.6177913370,26.0539836689
5.5500000000,-6.4725770691,-5.6985029801,25.7319938218
5.5600000000,-6.4035459453,-5.7971083026,25.4198607486
5.5700000000,-6.3512968814,-5.9127191023,25.1192508635
5.5800000000,-6.3158114150,-6.0445267347,24.8317569926
5.5900000000,-6.2969994275,-6.1917940162,24.5589185931
5.6000000000,-6.2947121896,-6.3538426919,24.3022396699
5.6100000000,-6.3087527856,-6.5300371216,24.0632041885
5.6200000000,-6.3388838316,-6.7197647209,23.8432887996
5.6300000000,-6.3848324594,-6.9224135928,23.6439726732
5.6400000000,-6.4462925767,-7.1373477076,23.4667441908
5.6500000000,-6.5229244433,-7.3638799448,23.3131041758
5.6600000000,-6.6143516320,-7.6012432994,23.1845652595
5.6700000000,-6.7201554627,-7.8485605883,23.0826468921
5.6800000000,-6.8398670271,-8.1048130722,23.0088654231
5.6900000000,-6.9729569554,-8.3688085362,22.9647186045
5.7000000000,-7.1188231215,-8.6391495577,22.9516638300
5.7100000000,-7.2767765452,-8.9142029217,22.9710894205
5.7200000000,-7.4460258310,-9.1920714331,23.0242783302
5.7300000000,-7.6256605821,-9.4705696951,23.1123637949
5.7400000000,-7.8146343574,-9.7472057771,23.2362766947
5.7500000000,-8.0117478801,-10.0191710346,23.3966847888
5.7600000000,-8.2156333728,-10.2833406494,23.5939245118
5.7700000000,-8.4247410653,-10.5362876637,23.8279267129
5.7800000000,-8.6373290893,-10.7743133306,24.0981385682
5.7900000000,-8.8514581198,-10.9934964163,24.4034448704
5.8000000000,-9.0649922252,-11.1897635940,24.7420929546
5.8100000000,-9.2756074109,-11.3589821918,25.1116265431
5.8200000000,-9.4808092626,-11.4970752562,25.5088346807
5.8300000000,-9.6779608753,-11.6001571634,25.9297224949
5.8400000000,-9.8643218779,-11.6646859201,26.3695105957
5.8500000000,-10.0370988035,-11.6876259748,26.8226693249
5.8600000000,-10.1935063331,-11.6666130521,27.2829926526
5.8700000000,-10.3308380779,-11.6001105130,27.7437142295
5.8800000000,-10.4465446186,-11.4875454100,28.1976650046
5.8900000000,-10.5383155902,-11.3294120741,28.6374681227
5.9000000000,-10.6041617806,-11.1273320327,29.0557628851
5.9100000000,-10.6424926369,-10.8840614323,29.4454458988
5.9200000000,-10.6521843370,-10.6034408477,29.7999146822
5.9300000000,-10.6326337843,-10.2902870760,30.1132974780
5.9400000000,-10.5837945340,-9.9502317130,30.3806531835
5.9500000000,-10.5061917427,-9.5895163008,30.5981272969
5.9600000000,-10.4009146501,-9.2147579370,30.7630534027
5.9700000000,-10.2695867038,-8.8327018407,30.8739945537
5.9800000000,-10.1143150504,-8.4499781405,30.9307242928
5.9900000000,-9.9376225545,-8.0728790078,30.9341522538
6.0000000000,-9.7423666156,-7.7071694642,30.8862036294
6.0100000000,-9.5316497321,-7.3579412187,30.7896647814
6.0200000000,-9.3087269622,-7.0295143668,30.6480086625
6.0300000000,-9.0769151823,-6.7253873329,30.4652135473
6.0400000000,-8.8395084238,-6.4482315854,30.2455870799
6.0500000000,-8.5997026806,-6.1999247598,29.9936052419
6.0600000000,-8.3605325558,-5.9816140419,29.7137729786
6.0700000000,-8.1248210753,-5.7938009573,29.4105103093
6.0800000000,-7.8951430298,-5.6364389430,29.0880651277
6.0900000000,-7.6738013910,-5.5090359753,28.7504517789
6.1000000000,-7.4628157191,-5.4107558615,28.4014129715
6.1100000000,-7.2639210442,-5.3405133090,28.0444016567
6.1200000000,-7.0785754578,-5.2970593864,27.6825790906
6.1300000000,-6.9079745621,-5.2790553417,27.3188252956
6.1400000000,-6.7530709669,-5.2851338722,26.9557584228
6.1500000000,-6.6145971492,-5.3139478151,26.5957599763
6.1600000000,-6.4930901852,-5.3642068462,26.2410033965
6.1700000000,-6.3889170800,-5.4347031797,25.8934840412
6.1800000000,-6.3022996484,-5.5243274666,25.5550491045
6.1900000000,-6.2333381183,-5.6320761654,25.2274264372
6.2000000000,-6.1820328272,-5.7570516189,24.9122515772
6.2100000000,-6.1483035545,-5.8984559672,24.6110925548
6.2200000000,-6.1320061777,-6.0555798850,24.3254722125
6.2300000000,-6.1329464547,-6.2277869667,24.0568878857
6.2400000000,-6.1508908259,-6.4144944232,23.8068283349
6.2500000000,-6.1855741944,-6.6151506054,23.5767878167
6.2600000000,-6.2367046894,-6.8292097443,23.3682771371
6.2700000000,-6.3039654498,-7.0561042023,23.1828314560
6.2800000000,-6.3870134874,-7.2952144738,23.0220145172
6.2900000000,-6.4854757030,-7.5458371568,22.8874188650
6.3000000000,-6.5989421456,-7.8071511509,22.7806614932
6.3100000000,-6.7269566245,-8.0781824254,22.7033742505
6.3200000000,-6.8690048108,-8.3577678447,22.6571882307
6.3300000000,-7.0245000116,-8.6445187518,22.6437112922
6.3400000000,-7.1927668582,-8.9367852830,22.6644978251
6.3500000000,-7.3730232377,-9.2326227274,22.7210099187
6.3600000000,-7.5643609092,-9.5297616440,22.8145692096
6.3700000000,-7.7657253879,-9.8255838798,22.9462989466
6.3800000000,-7.9758958498,-10.1171070881,23.1170562099
6.3900000000,-8.1934660070,-10.4009807544,23.3273548169
6.4000000000,-8.4168271154,-10.6734970683,23.5772802314
6.4100000000,-8.6441544936,-10.9306201249,23.8663987952
6.4200000000,-8.8733991277,-11.1680368317,24.1936647788
6.4300000000,-9.1022860897,-11.3812324098,24.5573300539
6.4400000000,-9.3283215651,-11.5655924372,24.9548625165
6.4500000000,-9.5488102321,-11.7165318970,25.3828805786
6.4600000000,-9.7608845202,-11.8296496520,25.8371118973
6.4700000000,-9.9615468585,-11.9009042261,26.3123847803
6.4800000000,-10.1477253913,-11.9268038835,26.8026601589
6.4900000000,-10.3163427786,-11.9046010450,27.3011104467
6.5000000000,-10.4643966607,-11.8324784480,27.8002489055
6.5100000000,-10.5890492012,-11.7097126048,28.2921093643
6.5200000000,-10.6877219547,-11.5367995142,28.7684715409
6.5300000000,-10.7581912684,-11.3155286176,29.2211222526
6.5400000000,-10.7986786724,-11.0489938521,29.6421381191
6.5500000000,-10.8079303894,-10.7415352587,30.0241716837
6.5600000000,-10.7852803125,-10.3986105449,30.3607208891
6.5700000000,-10.7306915953,-10.0266025759,30.6463620491
6.5800000000,-10.6447733388,-9.6325750804,30.8769290002
6.5900000000,-10.5287706276,-9.2239939811,31.0496258023
6.6000000000,-10.3845281586,-8.8084349226,31.1630665473
6.6100000000,-10.2144296970,-8.3932983216,31.2172426807
6.6200000000,-10.0213173478,-7.9855515598,31.2134247450
6.6300000000,-9.8083959489,-7.5915141492,31.1540107565
6.6400000000,-9.5791286488,-7.2166964958,31.0423368949
6.6500000000,-9.3371298897,-6.8656971107,30.8824675664
6.6600000000,-9.0860616121,-6.5421575869,30.6789812859
6.6700000000,-8.8295376462,-6.2487700281,30.4367666011
6.6800000000,-8.5710401066,-5.9873283041,30.1608390134
6.6900000000,-8.3138503195,-5.7588126477,29.8561861336
6.7000000000,-8.0609955411,-5.5634966086,29.5276446821
6.7100000000,-7.8152115816,-5.4010659931,29.1798097947
6.7200000000,-7.5789205141,-5.2707407977,28.8169746655
6.7300000000,-7.3542219548,-5.1713929542,28.4430969109
6.7400000000,-7.1428959557,-5.1016546440,28.0617871427
6.7500000000,-6.9464153295,-5.0600137785,27.6763149642
6.7600000000,-6.7659651883,-5.0448948398,27.2896277939
6.7700000000,-6.6024675819,-5.0547245550,26.9043784186
6.7800000000,-6.4566093227,-5.0879828260,26.5229578353
6.7900000000,-6.3288713361,-5.1432399681,26.1475306517
6.8000000000,-6.2195581569,-5.2191816844,25.7800709914
6.8100000000,-6.1288264650,-5.3146233593,25.4223974507
6.8200000000,-6.0567118145,-5.4285152592,25.0762061455
6.8300000000,-6.0031529345,-5.5599401212,24.7431012708
6.8400000000,-5.9680131733,-5.7081044438,24.4246228692
6.8500000000,-5.9510988144,-5.8723245855,24.1222716827
6.8600000000,-5.9521741123,-6.0520085654,23.8375310607
6.8700000000,-5.9709729860,-6.2466342517,23.5718859275
6.8800000000,-6.0072073706,-6.4557244409,23.3268387876
6.8900000000,-6.0605722662,-6.6788191701,23.1039226840
6.9000000000,-6.1307475475,-6.9154454870,22.9047109251
6.9100000000,-6.2173966071,-7.1650848220,22.7308232738
6.9200000000,-6.3201619118,-7.4271380749,22.5839281514
6.9300000000,-6.4386575539,-7.7008885514,22.4657402569
6.9400000000,-6.5724588882,-7.9854629634,22.3780128489
6.9500000000,-6.7210893644,-8.2797908592,22.3225237910
6.9600000000,-6.8840046986,-8.5825630683,22.3010543345
6.9700000000,-7.0605745831,-8.8921900498,22.3153595312
6.9800000000,-7.2500622183,-9.2067614174,22.3671291447
6.9900000000,-7.4516020660,-9.5240083778,22.4579380079
7.0000000000,-7.6641763753,-9.8412713498,22.5891849776
7.0100000000,-7.8865912246,-10.1554756059,22.7620200168
7.0200000000,-8.1174530488,-10.4631183458,22.9772595285
7.0300000000,-8.3551468806,-10.7602711192,23.2352909022
7.0400000000,-8.5978178067,-11.0426018585,23.5359683461
7.0500000000,-8.8433574103,-11.3054208605,23.8785034508
7.0600000000,-9.0893972027,-11.5437547313,24.2613555175
7.0700000000,-9.3333112029,-11.7524514410,24.6821283857
7.0800000000,-9.5722298465,-11.9263181132,25.1374821375
7.0900000000,-9.8030672538,-12.0602909259,25.6230693984
7.1000000000,-10.0225634916,-12.1496335358,26.1335066973
7.1100000000,-10.2273428040,-12.1901569134,26.6623911613
7.1200000000,-10.4139878307,-12.1784496828,27.2023713998
7.1300000000,-10.5791286164,-12.1121044584,27.7452785710
7.1400000000,-10.7195438013,-11.9899228487,28.2823192955
7.1500000000,-10.8322699017,-11.8120804015,28.8043265217
7.1600000000,-10.9147132080,-11.5802333567,29.3020581703
7.1700000000,-10.9647577452,-11.2975520217,29.7665271913
7.1800000000,-10.9808621597,-10.9686708921,30.1893415053
7.1900000000,-10.9621384741,-10.5995528880,30.5630291443
7.2000000000,-10.9084064693,-10.1972734069,30.8813234893
7.2100000000,-10.8202189984,-9.7697381449,31.1393861719
7.2200000000,-10.6988556570,-9.3253555567,31.3339507693
7.2300000000,-10.5462847095,-8.8726893070,31.4633781343
7.2400000000,-10.3650956802,-8.4201174369,31.5276229451
7.2500000000,-10.1584072714,-7.9755230886,31.5281195025
7.2600000000,-9.9297569781,-7.5460369446,31.4676017512
7.2700000000,-9.6829797765,-7.1378449315,31.3498770787
7.2800000000,-9.4220834913,-6.7560673289,31.1795752795
7.2900000000,-9.1511279599,-6.4047083267,30.9618932653
7.3000000000,-8.8741140446,-6.0866691744,30.7023531956
7.3100000000,-8.5948870987,-5.8038139067,30.4065874390
7.3200000000,-8.3170578863,-5.5570743910,30.0801589742
7.3300000000,-8.0439423670,-5.3465809724,29.7284212077
7.3400000000,-7.7785203595,-5.1718059320,29.3564172388
7.3500000000,-7.5234119597,-5.0317088670,28.9688156211
7.3600000000,-7.2808697779,-4.9248754871,28.5698777405
7.3700000000,-7.0527845509,-4.8496438046,28.1634509529
7.3800000000,-6.8407014605,-4.8042140097,27.7529814416
7.3900000000,-6.6458444885,-4.7867402683,27.3415411275
7.4000000000,-6.4691463009,-4.7954042096,26.9318636953
7.4100000000,-6.3112814273,-4.8284709548,26.5263856931
7.4200000000,-6.1727008303,-4.8843292336,26.1272895846
7.4300000000,-6.0536663108,-4.9615175092,25.7365464929
7.4400000000,-5.9542835304,-5.0587381490,25.3559571104
7.4500000000,-5.8745327421,-5.1748616217,24.9871898421
7.4600000000,-5.8142965884,-5.3089225293,24.6318156963
7.4700000000,-5.7733845446,-5.4601090328,24.2913397509
7.4800000000,-5.7515537640,-5.6277469655,23.9672292157
7.4900000000,-5.7485262128,-5.8112796462,23.6609382159
7.5000000000,-5.7640020763,-6.0102441446,23.3739294417
7.5100000000,-5.7976694814,-6.2242445185,23.1076927763
7.5200000000,-5.8492106136,-6.4529223406,22.8637609289
7.5300000000,-5.9183043232,-6.6959246749,22.6437219848
7.5400000000,-6.0046253151,-6.9528695489,22.4492286365
7.5500000000,-6.1078400077,-7.2233089032,22.2820036932
7.5600000000,-6.2275991373,-7.5066889899,22.1438412823
7.5700000000,-6.3635271743,-7.8023082483,22.0366029617
7.5800000000,-6.5152086220,-8.1092728085,21.9622077652
7.5900000000,-6.6821712830,-8.4264499832,21.9226150189
7.6000000000,-6.8638666207,-8.7524204032,21.9197986037
7.6100000000,-7.0596474089,-9.0854298553,21.9557112320
7.6200000000,-7.2687429727,-9.4233423826,22.0322372790
7.6300000000,-7.4902324677,-9.7635968142,22.1511328058
7.6400000000,-7.7230168444,-10.1031695879,22.3139516823
7.6500000000,-7.9657903901,-10.4385474734,22.5219572134
7.6600000000,-8.2170130348,-10.7657145456,22.7760194561
7.6700000000,-8.4748849428,-11.0801584001,23.0764995283
7.6800000000,-8.7373252624,-11.3769010288,23.4231236846
7.6900000000,-9.0019572516,-11.6505598136,23.8148517504
7.7000000000,-9.2661022834,-11.8954435820,24.2497466010
7.7100000000,-9.5267854160,-12.1056874044,24.7248535787
7.7200000000,-9.7807552069,-12.2754276486,25.2361008239
7.7300000000,-10.0245201965,-12.3990156713,25.7782330894
7.7400000000,-10.2544039136,-12.4712644698,26.3447923083
7.7500000000,-10.4666193111,-12.4877178966,26.9281575197
7.7600000000,-10.6573622291,-12.4449271241,27.5196543597
7.7700000000,-10.8229218387,-12.3407146242,28.1097399576
7.7800000000,-10.9598041769,-12.1744028450,28.6882628309
7.7900000000,-11.0648630160,-11.9469838835,29.2447896924
7.8000000000,-11.1354306780,-11.6612084689,29.7689828443
7.8100000000,-11.1694402686,-11.3215777852,30.2510042311
7.8200000000,-11.1655304274,-10.9342298472,30.6819166068
7.8300000000,-11.1231242330,-10.5067224235,31.0540498553
7.8400000000,-11.0424754203,-10.0477254702,31.3613020543
7.8500000000,-10.9246774475,-9.5666460052,31.5993504991
7.8600000000,-10.7716339392,-9.0732156553,31.7657569075
7.8700000000,-10.5859922471,-8.5770745559,31.8599620692
7.8800000000,-10.3710448999,-8.0873843661,31.8831765285
7.8900000000,-10.1306061672,-7.6124982073,31.8381837472
7.9000000000,-9.8688725533,-7.1597073757,31.7290792044
7.9100000000,-9.5902766348,-6.7350751847,31.5609723095
7.9200000000,-9.2993432793,-6.3433588243,31.3396777924
7.9300000000,-9.0005561028,-5.9880119987,31.0714199923
7.9400000000,-8.6982402773,-5.6712551886,30.7625681732
7.9500000000,-8.3964657872,-5.3941970301,30.4194147697
7.9600000000,-8.0989732080,-5.1569893639,30.0480023312
7.9700000000,-7.8091222593,-4.9589995469,29.6539996319
7.9800000000,-7.5298619075,-4.7989859934,29.2426233910
7.9900000000,-7.2637197190,-4.6752659968,28.8185994233
8.0000000000,-7.0128074998,-4.5858681322,28.3861557282
8.0100000000,-6.7788399555,-4.5286645560,27.9490397690
8.0200000000,-6.5631630980,-4.5014810591,27.5105527065
8.0300000000,-6.3667893324,-4.5021846944,27.0735943232
8.0400000000,-6.1904365036,-4.5287501808,26.6407135722
8.0500000000,-6.0345686012,-4.5793071510,26.2141608962
8.0600000000,-5.8994362613,-4.6521707511,25.7959395913
8.0700000000,-5.7851156262,-4.7458582167,25.3878544379
8.0800000000,-5.6915445089,-4.8590939523,24.9915565818
8.0900000000,-5.6185551363,-4.9908053886,24.6085842154
8.1000000000,-5.5659030164,-5.1401115717,24.2403989951
8.1100000000,-5.5332916876,-5.3063060829,23.8884183782
8.1200000000,-5.5203932633,-5.4888355292,23.5540441824
8.1300000000,-5.5268648001,-5.6872745156,23.2386877067
8.1400000000,-5.5523605806,-5.9012977078,22.9437917107
8.1500000000,-5.5965404442,-6.1306493370,22.6708494605
8.1600000000,-5.6590743047,-6.3751102846,22.4214209197
8.1700000000,-5.7396429891,-6.6344627172,22.1971460024
8.1800000000,-5.8379355060,-6.9084521286,21.9997546180
8.1900000000,-5.9536428287,-7.1967465816,21.8310730309
8.2000000000,-6.0864482471,-7.4988929435,21.6930258284
8.2100000000,-6.2360143216,-7.8142699777,21.5876325534
8.2200000000,-6.4019664621,-8.1420383037,21.5169978046
8.2300000000,-6.5838731651,-8.4810874850,21.4832933669
8.2400000000,-6.7812229815,-8.8299808605,21.4887307136
8.2500000000,-6.9933983575,-9.1868992163,21.5355220505
8.2600000000,-7.2196466168,-9.5495850153,21.6258279965
8.2700000000,-7.4590485192,-9.9152896566,21.7616900551
8.2800000000,-7.7104850717,-10.2807271186,21.9449463032
8.2900000000,-7.9726035657,-10.6420383128,22.1771292743
8.3000000000,-8.2437841835,-10.9947714606,22.4593459219
8.3100000000,-8.5221089390,-11.3338847075,22.7921408984
8.3200000000,-8.8053351739,-11.6537778320,23.1753462028
8.3300000000,-9.0908762872,-11.9483600938,23.6079225589
8.3400000000,-9.3757927722,-12.2111607390,24.0878005814
8.3500000000,-9.6567968973,-12.4354871924,24.6117326982
8.3600000000,-9.9302744124,-12.6146332738,25.1751695800
8.3700000000,-10.1923263747,-12.7421357767,25.7721770318
8.3800000000,-10.4388334952,-12.8120724810,26.3954103238
8.3900000000,-10.6655442203,-12.8193884755,27.0361621751
8.4000000000,-10.8681860855,-12.7602311787,27.6844974755
8.4100000000,-11.0425977653,-12.6322686255,28.3294820613
8.4200000000,-11.1848768540,-12.4349616061,28.9595045254
8.4300000000,-11.2915360139,-12.1697593129,29.5626798282
8.4400000000,-11.3596580544,-11.8401911950,30.1273126048
8.4500000000,-11.3870391275,-11.4518351290,30.6423882622
8.4600000000,-11.3723088843,-11.0121533276,31.0980530954
8.4700000000,-11.3150173419,-10.5302013073,31.4860423524
8.4800000000,-11.2156803918,-10.0162296400,31.8000183862
8.4900000000,-11.0757791582,-9.4812107323,32.0357896463
8.5000000000,-10.8977123845,-8.9363312997,32.1913940963
8.5100000000,-10.6847051601,-8.3924940831,32.2670456124
8.5200000000,-10.4406810288,-7.8598693227,32.2649565148
8.5300000000,-10.1701073436,-7.3475283632,32.1890612773
8.5400000000,-9.8778253360,-6.8631802121,32.0446739953
8.5500000000,-9.5688766418,-6.4130190828,31.8381146964
8.5600000000,-9.2483370775,-6.0016790123,31.5763373960
8.5700000000,-8.9211665825,-5.6322821467,31.2665870311
8.5800000000,-8.5920817904,-5.3065611265,30.9161045774
8.5900000000,-8.2654550576,-5.0250332920,30.5318912905
8.6000000000,-7.9452412900,-4.7872047409,30.1205353696
8.6100000000,-7.6349317934,-4.5917847865,29.6880982401
8.6200000000,-7.3375327801,-4.4368951934,29.2400534371
8.6300000000,-7.0555651040,-4.3202628693,28.7812687314
8.6400000000,-6.7910812527,-4.2393888461,28.3160213836
8.6500000000,-6.5456955001,-4.1916899603,27.8480368329
8.6600000000,-6.3206233107,-4.1746124655,27.3805423102
8.6700000000,-6.1167264931,-4.1857188206,26.9163284196
8.6800000000,-5.9345611173,-4.2227501830,26.4578133808
8.6900000000,-5.7744257711,-4.2836678130,26.0071061718
8.7000000000,-5.6364082839,-4.3666768143,25.5660661321
8.7100000000,-5.5204295441,-4.4702355366,25.1363576528
8.7200000000,-5.4262834714,-4.5930536563,24.7194993728
8.7300000000,-5.3536725620,-4.7340815401,24.3169078546
8.7400000000,-5.3022387056,-4.8924930301,23.9299360657
8.7500000000,-5.2715891835,-5.0676633300,23.5599071790
8.7600000000,-5.2613179023,-5.2591432345,23.2081442772
8.7700000000,-5.2710220141,-5.4666305549,22.8759965190
8.7800000000,-5.3003141222,-5.6899392501,22.5648622445
8.7900000000,-5.3488302857,-5.9289664821,22.2762093592
8.8000000000,-5.4162340279,-6.1836575776,22.0115931763
8.8100000000,-5.5022165191,-6.4539686881,21.7726716987
8.8200000000,-5.6064930646,-6.7398268084,21.5612181080
8.8300000000,-5.7287959763,-7.0410867285,21.3791299859
8.8400000000,-5.8688638612,-7.3574844766,21.2284345291
8.8500000000,-6.0264273115,-7.6885868621,21.1112887311
8.8600000000,-6.2011909556,-8.0337368591,21.0299731974
8.8700000000,-6.3928118160,-8.3919948157,20.9868779428
8.8800000000,-6.6008739431,-8.7620758327,20.9844782067
8.8900000000,-6.8248593502,-9.1422841731,21.0252980440
8.9000000000,-7.0641153874,-9.5304462400,21.1118592419
8.9100000000,-7.3178188683,-9.9238445356,21.2466130414
8.9200000000,-7.5849375068,-10.3191560640,21.4318522753
8.9300000000,-7.8641895626,-10.7123998617,21.6696019777
8.9400000000,-8.1540030121,-11.0988996612,21.9614873705
8.9500000000,-8.4524760754,-11.4732690050,22.3085795160
8.9600000000,-8.7573415069,-11.8294272555,22.7112209267
8.9700000000,-9.0659376712,-12.1606556346,23.1688361013
8.9800000000,-9.3751900096,-12.4597023604,23.6797352710
8.9900000000,-9.6816069796,-12.7189447596,24.2409234250
9.0000000000,-9.9812947878,-12.9306135595,24.8479305901
9.0100000000,-10.2699951283,-13.0870801364,25.4946828130
9.0200000000,-10.5431495180,-13.1812012374,26.1734355824
9.0300000000,-10.7959925899,-13.2067078714,26.8747916479
9.0400000000,-11.0236747980,-13.1586163678,27.5878224795
9.0500000000,-11.2214124343,-13.0336312089,28.3003063407
9.0600000000,-11.3846598309,-12.8305027343,28.9990859929
9.0700000000,-11.5092954198,-12.5502999311,29.6705360357
9.0800000000,-11.5918103964,-12.1965607947,30.3011153052
9.0900000000,-11.6294865826,-11.7752910142,30.8779658639
9.1000000000,-11.6205492170,-11.2947957291,31.3895095895
9.1100000000,-11.5642811583,-10.7653472548,31.8259886988
9.1200000000,-11.4610875013,-10.1987112183,32.1798993410
9.1300000000,-11.3125036605,-9.6075710942,32.4462778586
9.1400000000,-11.1211450936,-9.0049034200,32.6228159956
9.1500000000,-10.8906022791,-8.4033607262,32.7098013940
9.1600000000,-10.6252895408,-7.8147157367,32.7098996056
9.1700000000,-10.3302601208,-7.2494096750,32.6278101499
9.1800000000,-10.0110020747,-6.7162319688,32.4698394447
9.1900000000,-9.6732299366,-6.2221413521,32.2434367146
9.2000000000,-9.3226858352,-5.7722223274,31.9567357619
9.2100000000,-8.9649612275,-5.3697584342,31.6181373641
9.2200000000,-8.6053471690,-5.0163959371,31.2359562680
9.2300000000,-8.2487175938,-4.7123685117,30.8181454383
9.2400000000,-7.8994468724,-4.4567545217,30.3721001349
9.2500000000,-7.5613602624,-4.2477423530,29.9045365937
9.2600000000,-7.2377139185,-4.0828847065,29.4214349688
9.2700000000,-6.9311999112,-3.9593285985,28.9280336289
9.2800000000,-6.6439711461,-3.8740132626,28.4288614092
9.2900000000,-6.3776810446,-3.8238326779,27.9277954037
9.3000000000,-6.1335331990,-3.8057628700,27.4281337391
9.3100000000,-5.9123368069,-3.8169564581,26.9326749907
9.3200000000,-5.7145643949,-3.8548082853,26.4437981314
